time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12
Time(s), VOLT 1 [BUS1 16.500], ANGL 1 [BUS1 16.500], VOLT 2 [BUS2 230.00], ANGL 2 [BUS2 230.00], FREQ 1 [BUS1 16.500], FREQ 2 [BUS2 230.00], FREQ 3 [BUS3 230.00], GREFGEN1, VREFGEN1, PELECGEN1, QELECGEN1, PMECHGEN1
146.504, 1.00857, -277.468, 1.00755, -277.411, -0.000227684, -0.000227684, -0.000227673, 0.000888145, 1.11281, 0.00237491, 0.111529, 0.00200204
146.555, 1.00857, -277.714, 1.00755, -277.657, -0.000227675, -0.000227675, -0.000227673, 0.000888145, 1.11281, 0.00237498, 0.111529, 0.00200238
146.605, 1.00857, -277.96, 1.00755, -277.903, -0.000227675, -0.000227691, -0.000227673, 0.000888145, 1.11281, 0.00237506, 0.11153, 0.00200273
146.655, 1.00857, -278.205, 1.00755, -278.149, -0.000227693, -0.000227704, -0.000227673, 0.000888145, 1.11281, 0.00237505, 0.11153, 0.00200307
146.706, 1.00857, -278.451, 1.00755, -278.395, -0.000227682, -0.000227683, -0.000227673, 0.000888145, 1.11281, 0.00237503, 0.11153, 0.0020034
146.756, 1.00857, -278.697, 1.00755, -278.641, -0.000227673, -0.000227673, -0.000227673, 0.000888145, 1.11281, 0.00237515, 0.111531, 0.00200374
146.807, 1.00857, -278.943, 1.00755, -278.887, -0.000227597, -0.000227597, -0.000227673, 0.000888145, 1.11281, 0.00237511, 0.111531, 0.00200407
146.857, 1.00857, -279.189, 1.00755, -279.133, -0.000227697, -0.000227712, -0.000227673, 0.000888145, 1.11281, 0.00237506, 0.111531, 0.00200441
146.907, 1.00857, -279.435, 1.00755, -279.379, -0.000227684, -0.000227685, -0.000227673, 0.000888145, 1.11281, 0.0023751, 0.111531, 0.00200473
146.958, 1.00857, -279.681, 1.00755, -279.624, -0.000227673, -0.000227689, -0.000227673, 0.000888145, 1.11281, 0.00237511, 0.111531, 0.00200506
147.001, 1.00857, -279.892, 1.00755, -279.836, -0.000227674, -0.000227595, -0.000227673, 0.000888145, 1.11281, 0.00237498, 0.111531, 0.00200534
